0,0.026595745,0,0,0,0.010471204,0,0,C1
0.294117647,0.037234043,0,0,0.015503876,0.052356021,0.05,0.058823529,C0
0.823529412,0.090425532,0.384615385,0.25,0.085271318,0.055846422,0,0.117647059,C2
0,0.058510638,0.076923077,0.125,0.054263566,0.019197208,0,0.058823529,C1
0.176470588,0.042553191,0,0.25,0.015503876,0.05061082,0,0.176470588,C0
0.058823529,0.031914894,0.153846154,0,0.015503876,0.040139616,0.1,0,C1
0.176470588,0.010638298,0.384615385,0,0.023255814,0.097731239,0.05,0.058823529,C0
0,0.079787234,0.153846154,0,0.007751938,0.040139616,0.05,0,C1
0.058823529,0.026595745,0.076923077,0,0.031007752,0.165794066,0,0,C1
0,0.074468085,0,0,0.15503876,0.076788831,0.05,0.235294118,C3
0,0,0,0,0.015503876,0.029668412,0,0,C1
0,0.010638298,0,0,0.007751938,0.006980803,0,0,C1
0,0.638297872,0.153846154,0.25,0.201550388,0.453752182,0.15,0.176470588,C2
0,0.015957447,0,0,0,0,0,0,C1
0.058823529,0.010638298,0,0,0.015503876,0.012216405,0.05,0.176470588,C1
0.294117647,0.085106383,0,0,0.015503876,0.102966841,0,0.470588235,C3
0,0.010638298,0,0.125,0.007751938,0.040139616,0.05,0.117647059,C1
0,0.010638298,0.076923077,0.125,0.007751938,0.038394415,0,0,C1
0,0.005319149,0,0,0,0,0,0,C1
0.058823529,0.015957447,0,0,0,0.113438045,0,0,C1
0,0.063829787,0.230769231,0,0.007751938,0.066317627,0,0.647058824,C3
0.176470588,0.515957447,0.307692308,0,0.108527132,0.102966841,0.25,0,C2
0.117647059,0.031914894,0.076923077,0,0.015503876,0.113438045,0.05,0.058823529,C0
0.058823529,0.010638298,0,0,0.046511628,0.109947644,0.05,0.058823529,C1
0.294117647,0.324468085,0,0.125,0.046511628,0.05061082,0.05,0.764705882,C3
0.058823529,0.037234043,0,0,0.100775194,0.092495637,0,0,C1
0.058823529,0.010638298,0,0,0,0.041884817,0,0,C1
0.058823529,0.015957447,0.153846154,0,0,0.055846422,0,0.117647059,C1
0.058823529,0.031914894,0,0.125,0.007751938,0.036649215,0.05,0.058823529,C1
0.117647059,0.090425532,0,0,0.054263566,0.05061082,0.1,0.058823529,C1
0,0.053191489,0,0,0.007751938,0.017452007,0,0.294117647,C3
0.176470588,0.159574468,0.538461538,0,0.379844961,0.431064572,0.3,0.176470588,C2
0.352941176,0.111702128,0,0,0.085271318,0.05061082,0.05,0.058823529,C0
0.352941176,0.196808511,0.076923077,0.125,0.054263566,0.172774869,0.3,0.529411765,C3
0.588235294,0.127659574,0.230769231,0,0.062015504,0.064572426,0,0.058823529,C0
0.235294118,0.037234043,0,0,0.015503876,0.006980803,0,0,C0
0,0,0,0,0.07751938,0.071553229,0.05,0.058823529,C1
0.058823529,0.074468085,0.692307692,1,0.108527132,0.036649215,0.3,0.529411765,C2
0,0.010638298,0,0,0.031007752,0.040139616,0.1,0,C1
0,0.037234043,0,0.125,0.007751938,0.062827225,0,0.058823529,C1
0.529411765,0.10106383,0.153846154,0,0.07751938,0.109947644,0,0.058823529,C0
0.117647059,0.037234043,0,0,0.023255814,0.027923211,0.1,0.117647059,C1
0,0.069148936,0,0,0.054263566,0.015706806,0.05,0,C1
0,0.010638298,0,0,0,0.020942408,0.05,0.176470588,C1
0.117647059,0.021276596,0,0,0,0,0.05,0,C1
0,0.026595745,0.153846154,0.125,0,0.078534031,0,0.058823529,C1
0.294117647,0.026595745,0.153846154,0.125,0.085271318,0.129144852,0,0,C0
0,0.04787234,0.076923077,0,0,0.02617801,0,0,C1
0,0.164893617,0,0,0.069767442,0.05061082,0,0.058823529,C1
0.294117647,0.058510638,0.153846154,0,0.085271318,0.195462478,0.2,0.058823529,C0
0.058823529,0.010638298,0,0,0.007751938,0.020942408,0.05,0,C1
0.176470588,0.021276596,0,0.125,0.015503876,0.04886562,0,0,C0
0.058823529,0.010638298,0,0,0,0.017452007,0.05,0,C1
0,0.031914894,0,0,0.015503876,0.041884817,0.05,0,C1
0,0,0,0,0,0.001745201,0,0.058823529,C1
0,0.010638298,0,0,0,0.006980803,0,0,C1
0.176470588,0,0.076923077,0,0.015503876,0.02617801,0.1,0,C0
0.117647059,0.031914894,0,0,0.023255814,0.520069808,0,0,C3
0,0.015957447,0,0,0,0.008726003,0,0,C1
0.176470588,0.010638298,0,0,0,0.244328098,0.05,0.058823529,C0
0.058823529,0,0.076923077,0,0.007751938,0.008726003,0,0.058823529,C1
0,0.042553191,0,0,0,0.006980803,0,0.176470588,C1
0,0,0,0,0.023255814,0.02617801,0.05,0,C1
0.235294118,0.069148936,0,0,0.046511628,0.027923211,0.1,0.176470588,C0
0.058823529,0.132978723,0.230769231,0.125,0.11627907,0.378708551,0.25,0.235294118,C2
0,0.026595745,0.076923077,0,0.015503876,0.79930192,0,0.058823529,C3
0,0.090425532,0,0,0.007751938,0.092495637,0,0,C1
0.294117647,0.005319149,0.076923077,0,0.023255814,0.022687609,0,0,C0
